damageDealt	headshotKills	heals	killPlace	killPoints	kills	killStreaks	longestKill	matchDuration	matchType	numGroups	rankPoints	revives	rideDistance	roadKills	swimDistance	winPoints	winPlacePerc
0	0	0	76	1174	0	0	0	1376	2	49	-1	0	0	0	0	1511	0.2857
0	0	0	70	0	0	0	0	1842	2	45	1507	0	0	0	0	0	0.3043
0	0	0	76	1000	0	0	0	1325	3	31	-1	0	0	0	0	1500	0.1562
205.8	0	2	57	1263	0	0	0	1420	3	32	-1	0	0	0	0	1495	0.4516
183.9	0	0	17	1200	2	2	118.6	1879	3	29	-1	0	0	0	0	1484	0.3103
0	0	0	80	0	0	0	0	1726	3	28	1371	0	0	0	0	0	0.2414
300	0	0	8	1159	3	2	11.77	1312	3	29	-1	0	0	0	0	1491	0.1379
363.2	0	1	9	1238	3	2	33.44	1404	3	29	-1	2	0	0	0	1523	0.7586
0	0	0	87	0	0	0	0	1380	2	47	1496	0	0	0	0	0	0.0851
123.1	0	0	36	0	1	1	4.51	1786	3	26	1462	0	0	0	0	0	0.1786
105.3	0	1	66	1091	0	0	0	1304	1	97	-1	0	0	0	0	1468	0.4227
21.6	0	0	91	1134	0	0	0	1910	3	27	-1	0	0	0	0	1479	0.0385
60.76	0	0	82	0	0	0	0	1907	2	47	1543	0	0	0	0	0	0.1875
368.6	0	1	16	0	2	2	13.17	1898	2	49	1522	0	0	0	0	0	0.6458
0	0	1	79	0	0	0	0	2190	2	44	1635	0	0	0	0	0	0.2128
121.2	1	3	27	0	1	1	71.6	1436	3	30	1425	0	0	0	0	0	0.7667
405.1	2	1	2	0	5	2	236.4	1805	2	46	1482	0	3911	0	8.171	0	0.7447
500.1	2	14	2	0	6	2	55.48	1795	3	27	1500	0	5354	0	0	0	0.8889
177.7	1	1	9	0	3	2	65.33	1386	2	45	1500	0	0	0	0	0	0.8298
217.7	1	0	21	1372	2	2	9.14	1456	1	96	-1	0	0	0	0	1481	0.5208
239.4	0	1	19	1018	2	1	20.48	1400	1	95	-1	0	0	0	0	1494	0.4947
100	0	5	35	0	1	1	16.04	1448	2	48	1511	1	0	0	0	0	0.6042
100	1	2	30	1096	1	1	34.39	1511	2	47	-1	0	0	0	4.427	1490	0.7551
200.4	0	2	16	1302	2	1	9.874	1300	2	46	-1	0	0	0	0	1489	0.8298
0	0	0	72	0	0	0	0	1346	3	26	1351	0	0	0	0	0	0.1852
298.7	0	2	11	1017	2	1	4.297	1925	2	46	0	0	2141	0	0	1493	0.766
100	0	0	28	0	1	1	15.02	1867	2	43	1496	0	1057	0	0	0	0.5333
91	1	0	29	0	1	1	20.11	1801	2	45	1552	0	4427	0	0	0	1
522	1	2	31	0	1	1	181.7	1454	3	25	1449	1	0	0	0	0	0.4167
0	0	0	82	0	0	0	0	1393	2	49	1444	0	0	0	0	0	0.2083
185.3	1	0	11	0	2	2	40.69	1909	2	49	1500	1	0	0	0	0	0.8958
0	0	1	55	1214	0	0	0	1391	3	27	-1	0	376	0	0	1586	0.4615
165.1	0	5	24	1354	1	1	52.09	1878	3	30	-1	0	5445	0	0	1553	0.931
96.01	0	1	28	1000	1	1	0	1808	2	34	-1	0	0	0	0	1500	0.2143
0	0	0	72	1221	0	0	0	1846	3	26	-1	0	0	0	0	1510	0.16
0	0	3	48	1132	0	0	0	1819	1	92	-1	0	0	0	0	1581	0.7312
105.4	0	0	58	932	0	0	0	1343	3	29	-1	0	0	0	0	1439	0.5172
0	0	0	83	0	0	0	0	1880	3	26	1488	0	0	0	0	0	0.12
100	0	1	29	1479	1	1	29.35	1378	3	26	-1	1	0	0	0	1546	0.8462
0	0	0	95	1279	0	0	0	1890	3	27	-1	0	0	0	0	1430	0
14.04	0	0	77	0	0	0	0	1954	3	25	1500	0	0	0	0	0	0.0769
571	0	6	4	0	4	2	111.8	1963	3	29	1622	1	7684	0	0	0	0.9655
183.7	0	9	45	1000	0	0	0	1847	2	48	-1	0	1083	0	509.5	1500	0.8958
0	0	0	79	1249	0	0	0	1306	3	26	-1	0	0.0068	0	11.7	1458	0.0741
0	0	0	94	0	0	0	0	1901	2	43	1500	0	0	0	0	0	0
267	1	0	36	0	1	1	2.993	1304	2	45	1505	0	0	0	0	0	0.1333
99	0	0	54	0	0	0	0	1392	3	25	1558	0	0	0	0	0	0.4615
100	0	0	29	1356	1	1	12.65	1381	1	95	-1	0	0	0	0	1647	0.5979
0	0	0	65	1522	0	0	0	1377	3	32	-1	0	0	0	0	1670	0.4194
130.9	0	0	12	0	2	1	246.1	1367	3	29	1426	0	0	0	56.38	0	0.9286
36.54	0	1	62	1224	0	0	0	1348	3	29	-1	0	0	0	0	1374	0.5333
0	0	0	67	1546	0	0	0	1212	3	29	-1	0	0	0	0	1530	0.3929
0	0	0	54	1303	0	0	0	1422	1	94	-1	0	0	0	0	1571	0.5312
23.32	1	0	36	0	1	1	9.513	1369	3	26	1451	0	0	0	0	0	0.3704
200	0	5	13	1002	2	1	7.329	1981	1	97	-1	0	0	0	0	1502	0.9167
254.6	1	24	20	0	1	1	107.1	1852	3	24	1414	0	1936	0	0	0	0.9231
12.68	0	0	91	0	0	0	0	1783	3	28	1497	0	0	0	0	0	0.037
0	0	1	44	0	0	0	0	1384	2	46	1509	0	0	0	0	0	0.8511
0	0	0	78	0	0	0	0	1234	3	27	1386	0	1245	0	0	0	0.2963
100	1	1	37	0	1	1	5.186	1299	3	29	1374	0	0	0	0	0	0.3214
206.2	0	0	37	0	1	1	4.953	1255	1	88	1534	0	0	0	0	0	0.4545
252.9	0	2	64	1124	0	0	0	1745	3	25	-1	1	0	0	0	1486	0.32
100	0	5	27	1358	1	1	4.912	1385	2	48	-1	0	0	0	0	1527	0.7292
49.14	0	0	90	986	0	0	0	1425	3	26	-1	0	0	0	0	1480	0.0385
0	0	0	96	0	0	0	0	1455	2	46	1510	0	0	0	0	0	0
0	0	0	49	0	0	0	0	1766	3	26	1464	0	4463	0	0	0	0.6923
0	0	0	99	0	0	0	0	1437	3	26	1387	0	0	0	0	0	0
0	0	0	66	1071	0	0	0	1322	2	45	-1	0	0	0	0	1438	0.3261
0	0	0	92	1472	0	0	0	1284	3	27	-1	0	0	0	0	1495	0
100	0	0	87	0	0	0	0	1281	3	30	1528	0	0	0	0	0	0.1379
59.78	0	0	80	0	0	0	0	1307	3	28	1460	0	0	0	0	0	0.1111
28.41	0	0	88	0	0	0	0	1380	3	25	1457	0	0	0	0	0	0
82.06	0	0	86	0	0	0	0	1404	1	93	1610	0	0	0	0	0	0.0851
100	0	0	37	0	1	1	2.675	1775	1	89	1585	0	0	0	0	0	0.2917
568.7	1	0	3	1339	5	1	92.79	1964	1	92	-1	0	5187	1	0	1537	0.5979
200	0	6	17	0	2	1	44.74	1377	1	94	1521	0	0	0	188.7	0	0.8333
100	0	0	95	0	0	0	0	2186	3	27	1349	0	0	0	0	0	0
145.4	0	0	51	0	0	0	0	1834	2	47	1499	0	768.8	0	0	0	0.7083
314.1	0	2	11	1000	2	1	44.06	1352	3	32	-1	2	0	0	0	1500	0.9355
0	0	0	61	0	0	0	0	1773	3	29	1480	0	0	0	0	0	0.5
100	0	0	44	1244	1	1	3.664	1444	3	27	-1	0	0	0	0	1413	0.1538
16.78	0	0	56	0	0	0	0	1937	1	97	1500	0	0	0	0	0	0.6804
235.7	0	5	22	1427	1	1	60.76	1814	3	27	-1	3	4439	0	0	1460	1
80.14	0	0	96	0	0	0	0	1440	2	48	1436	0	0	0	0	0	0.0204
0	0	0	83	1173	0	0	0	1419	2	50	-1	0	0	0	0	1450	0.1837
192.5	0	0	88	0	0	0	0	1343	3	27	1162	0	0	0	0	0	0
456.2	0	1	10	0	3	1	34.65	1324	1	92	1637	0	0	0	0	0	0.8723
561.4	0	4	7	1532	3	2	63.9	1798	2	43	-1	1	2116	0	0	1534	0.7556
0	0	0	77	0	0	0	0	1356	1	91	1478	0	0	0	0	0	0.1739
45.47	0	1	39	1000	0	0	0	1939	2	40	-1	0	699.5	0	0	1500	0.7179
0	0	0	90	0	0	0	0	1427	2	45	1471	0	0	0	0	0	0
0	0	0	81	1297	0	0	0	1891	3	32	-1	0	0	0	0	1545	0.2581
210	0	1	46	1330	0	0	0	1282	3	26	-1	0	0	0	0	1479	0.76
0	0	0	86	0	0	0	0	1337	3	27	1474	0	0	0	0	0	0.1154
0	0	0	46	1012	0	0	0	1381	2	47	-1	0	0	0	0	1488	0.75
0	0	2	53	1276	0	0	0	1294	3	28	-1	0	0	0	0	1494	0.5185
200	1	2	22	0	2	1	15.84	1357	1	93	1472	0	0	0	0	0	0.4211
262	2	1	6	1299	3	1	189.9	1935	1	88	-1	0	4062	1	0	1494	0.9444
106.4	1	0	39	0	1	1	1.601	1837	3	25	1492	0	0	0	0	0	0.125
107.5	0	0	37	0	1	1	5.249	1896	3	28	1453	0	0	0	0	0	0.2143
99.1	0	1	28	0	1	1	96.02	1350	1	96	1506	0	988.2	0	0	0	0.7216
0	0	0	94	0	0	0	0	1387	3	31	1516	0	0	0	0	0	0.0323
55.92	0	0	84	1000	0	0	0	1382	3	26	-1	0	0	0	0	1500	0.16
125.7	1	0	45	0	1	1	23.17	1467	3	28	1465	0	0	0	0	0	0.0357
0	0	0	84	0	0	0	0	1504	3	29	1398	0	0	0	0	0	0.2143
369.7	0	0	5	1720	4	1	59.97	1289	3	29	-1	0	0	0	0	1654	0.3571
72.03	0	0	83	0	0	0	0	1378	3	26	1466	0	0	0	0	0	0.1154
0	0	1	64	1131	0	0	0	1366	3	28	0	0	0	0	0	1414	0.3929
43.11	0	0	47	1690	0	0	0	1385	3	26	-1	0	0	0	61.22	1600	0.7692
0	0	0	57	0	0	0	0	1381	2	47	1486	0	0	0	0	0	0.5625
9.076	0	0	33	1000	1	1	18.02	1830	3	29	-1	0	1856	0	0	1500	0.4333
175	0	0	23	0	2	1	6.335	1858	2	47	1490	0	0	0	0	0	0.125
257.1	0	1	32	0	1	1	83.88	1374	3	27	1584	1	0	0	0	0	0.7778
212.5	1	0	41	1183	1	1	2.727	1822	3	29	-1	0	0	0	0	1503	0
0	0	0	71	1269	0	0	0	1327	1	91	-1	0	0	0	0	1504	0.2812
64.13	0	2	69	1071	0	0	0	1375	3	28	0	0	0	0	0	1493	0.3793
20.96	0	10	45	0	0	0	0	1435	2	47	1500	0	322.3	0	0	0	0.9167
293.1	1	0	35	1452	1	1	9.128	1368	3	32	-1	0	0	0	0	1504	0.1875
100	0	0	34	0	1	1	21.48	1330	2	49	1508	0	0	0	0	0	0.6122
68.12	0	3	46	1039	0	0	0	1859	3	25	-1	0	4515	0	0	1490	0.6296
4.903	0	12	41	1355	0	0	0	1267	3	29	-1	0	1842	0	0	1531	0.8621
0	0	0	44	0	0	0	0	1829	3	27	1513	0	1144	0	0	0	0.8889
53.07	0	0	69	0	0	0	0	1817	3	30	1331	0	0	0	0	0	0.1667
154.9	0	8	54	0	0	0	0	1870	2	47	1505	0	0	0	0	0	0.5106
23.8	0	0	57	1132	0	0	0	1229	2	49	-1	0	0	0	0	1494	0.5625
0	0	0	74	0	0	0	0	1272	3	28	1449	0	0	0	0	0	0.25
86	0	0	70	0	0	0	0	1327	1	89	1592	0	0	0	0	0	0.3889
466.1	1	0	12	0	2	1	103.3	1891	2	45	1577	2	335	0	10.3	0	0.766
0	0	0	87	0	0	0	0	1879	3	30	1480	0	0	0	0	0	0.0345
0	0	0	77	0	0	0	0	1922	1	96	1511	0	0	0	0	0	0.2604
22.44	0	0	69	1057	0	0	0	1182	3	27	-1	0	0	0	0	1510	0.3704
0	0	0	70	0	0	0	0	1362	3	26	1498	0	0	0	0	0	0.3462
296.9	1	2	8	1351	3	1	25.76	1295	3	27	-1	1	0	0	0	1526	0.7692
334.6	2	4	6	0	4	1	192.2	1348	3	30	1535	2	0	0	0	0	0.8276
97.18	0	2	70	1041	0	0	0	1409	3	29	-1	0	0	0	0	1503	0.4138
263.6	0	0	19	0	2	1	14.51	1295	2	47	1575	0	0	0	0	0	0.5
82.8	0	0	93	0	0	0	0	1798	1	92	1478	0	0	0	0	0	0.0104
35.91	0	1	56	1009	0	0	0	1821	2	46	-1	0	7818	0	28.27	1480	0.5417
0	0	6	52	0	0	0	0	1920	1	95	1626	0	3090	0	0	0	0.6495
10	0	0	84	0	0	0	0	1406	3	25	1547	0	0	0	0	0	0.04
25.59	0	0	69	0	0	0	0	1415	3	27	1500	0	0	0	0	0	0.4231
0	0	0	89	0	0	0	0	1427	1	93	1514	0	0	0	0	0	0.0632
66.27	0	0	55	0	0	0	0	1816	2	46	1470	0	2323	0	0	0	0.6875
438.2	1	0	12	1143	2	1	60.62	1835	3	25	-1	0	2797	0	0	1396	0.6538
33.06	0	0	54	0	0	0	0	1370	3	25	1408	0	0	0	13.87	0	0.76
86.8	1	6	23	0	1	1	40.24	1845	3	28	1500	0	2317	0	0	0	0.6667
0	0	0	63	1287	0	0	0	1327	3	26	-1	0	0	0	0	1515	0.2963
116.6	0	15	14	1329	1	1	15.88	1844	1	73	-1	0	4496	0	4.39	1561	0.9091
359.3	0	2	5	0	3	2	9.371	1820	2	47	1488	1	2464	0	0	0	0.8723
200	1	8	21	0	2	1	10.39	1904	2	47	1517	0	0	0	0	0	0.5208
0	0	0	84	1214	0	0	0	1894	3	27	-1	0	0	0	0	1486	0.0385
181.5	0	10	7	1653	3	2	43.78	1769	3	26	-1	0	3279	0	0	1603	1
460.4	3	0	3	1413	5	2	31.65	1390	3	26	-1	1	0	0	0	1507	0.9259
0	0	0	57	1488	0	0	0	1212	3	27	-1	0	0	0	0	1448	0.4444
16.46	0	0	75	0	0	0	0	1705	2	44	1433	0	0	0	0	0	0.2222
100	0	1	18	1087	1	1	14.73	1807	1	89	-1	0	0	0	0	1533	0.9556
2.253	0	0	65	1000	0	0	0	1904	3	28	-1	0	1688	0	0	1500	0.3929
29.06	0	3	53	1180	0	0	0	1381	1	93	-1	0	1093	0	0	1546	0.6915
59.9	0	0	69	0	0	0	0	1888	1	92	1524	0	383.9	0	0	0	0.3077
0	0	0	70	0	0	0	0	1403	3	28	1500	0	0	0	0	0	0.2857
52.28	0	5	46	1277	0	0	0	1317	3	25	-1	1	1437	0	0	1551	0.96
51.84	0	0	89	0	0	0	0	1317	3	27	1513	0	0	0	0	0	0.0385
10.75	0	0	81	1117	0	0	0	1781	3	26	-1	0	0	0	0	1493	0.1154
112	0	0	79	1719	0	0	0	1375	3	27	-1	0	0	0	0	1510	0.1852
23.22	0	0	75	1511	0	0	0	1426	1	95	-1	0	0	0	0	1664	0.2577
316.5	0	5	6	0	3	1	26.27	1445	1	97	1524	0	0	0	0	0	0.9388
297.9	0	1	6	0	3	1	240.2	1423	1	93	1519	0	0	0	0	0	0.9783
279.6	2	4	14	1339	2	1	18.6	1385	3	29	-1	0	0	0	11.89	1560	0.8333
129.7	0	0	37	1022	1	1	7.607	1882	1	95	-1	0	0	0	0	1485	0.3895
0	0	0	88	0	0	0	0	1395	3	28	1501	0	0	0	0	0	0.0357
72.67	0	0	71	0	0	0	0	1831	1	89	1534	0	0	0	0	0	0.25
98.78	1	3	21	1046	1	1	34.8	1908	1	88	-1	0	2807	0	0	1497	0.837
0	0	0	62	0	0	0	0	1424	1	92	1558	0	0	0	0	0	0.4526
271.6	0	4	15	1410	2	2	15.37	2067	2	46	-1	0	3682	0	0	1535	0.6735
231.9	1	5	41	0	1	1	2.563	1308	3	26	1487	1	0	0	0	0	0.12
0	0	0	66	1139	0	0	0	1380	3	27	-1	0	0	0	0	1524	0.2222
227.1	0	6	4	1127	4	1	54.61	1289	3	29	-1	0	0	0	0	1515	0.9643
370.8	0	2	12	0	3	1	6.461	1890	3	26	1366	1	0	0	0	0	0.3077
106	1	4	26	0	1	1	54.08	1956	2	43	1440	0	1034	0	0	0	0.8
275.9	0	2	44	0	0	0	0	1828	3	26	1500	0	2293	0	0	0	1
100	0	0	45	0	1	1	1.997	1465	1	90	1536	0	0	0	0	0	0.1319
39.1	0	2	44	0	0	0	0	1370	3	26	1614	0	0	0	0	0	0.8077
0	0	3	49	0	0	0	0	1394	1	92	1535	0	0	0	0	0	0.7766
90.43	0	0	68	1212	0	0	0	1373	3	26	-1	0	0	0	0	1508	0.28
0	0	0	80	1086	0	0	0	1276	2	44	-1	0	0	0	0	1477	0.0625
47.73	0	0	46	1187	0	0	0	1440	1	97	0	0	0	0	0	1591	0.8351
182	0	1	67	0	0	0	0	1398	2	45	1489	0	0	0	0	0	0.3617
100	1	5	30	0	1	1	2.685	1964	1	88	1494	0	0	0	0	0	0.5895
0	0	0	82	1139	0	0	0	1428	1	94	-1	0	0	0	0	1485	0.1771
13.23	0	0	52	993	0	0	0	2184	2	48	-1	0	5828	0	0	1498	0.6875
704.1	1	6	4	1618	5	1	134	1979	1	89	-1	0	1530	0	0	1635	0.9149
0	0	0	88	0	0	0	0	1536	2	49	1350	0	0	0	0	0	0.0625
87.71	0	1	60	0	0	0	0	1720	3	28	1519	0	4922	0	0	0	0.3929
32.34	0	0	62	0	0	0	0	1796	3	30	1449	0	4576	0	0	0	0.3448
100	0	0	97	1007	0	0	0	1438	3	30	-1	0	0	0	0	1502	0
165.8	0	6	72	1552	0	0	0	1751	3	29	-1	0	1871	0	0	1557	0.3793
201.1	0	25	25	0	1	1	4.721	1784	2	46	1499	0	758.5	0	0	0	0.6809
347.8	2	3	9	0	3	1	61.38	1399	2	44	1553	1	0	0	0	0	0.913
48.36	0	0	77	0	0	0	0	1938	3	29	1545	0	0	0	0	0	0.2069
0	0	0	65	0	0	0	0	1235	3	26	1521	1	0	0	0	0	0.36
479	2	1	8	0	4	2	18.01	1339	3	28	1500	0	0	0	0	0	0.3704
204.9	0	9	42	0	0	0	0	1767	3	26	1505	0	1758	0	59.97	0	0.9259
100	0	1	29	0	1	1	3.92	1604	3	30	1428	0	0	0	0	0	0.4333
73.82	0	0	35	1000	1	1	1.426	1761	2	47	0	2	0	0	0	1500	0.3958
66	0	0	91	1508	0	0	0	1963	1	90	-1	0	0	0	0	1656	0.0109
0	0	0	51	0	0	0	0	1889	3	26	1472	0	1497	0	0	0	0.7143
0	0	0	91	0	0	0	0	1867	1	89	1500	0	0	0	0	0	0
19.35	0	1	56	1614	0	0	0	1321	3	28	-1	0	0	0	0	1513	0.4643
0	0	5	54	1180	0	0	0	1873	3	28	-1	0	0.0029	0	485.2	1448	0.4138
49.66	0	2	26	1554	1	1	162.4	1319	3	28	-1	0	0	0	0	1506	0.8519
10	0	0	33	0	1	1	96.15	1977	3	29	1469	0	0	0	0	0	0.25
100	0	0	25	1371	1	1	74.95	1374	2	47	-1	0	0	0	0	1590	0.7447
0	0	0	60	1343	0	0	0	1350	3	31	-1	0	0	0	0	1546	0.5
100	0	0	50	0	0	0	0	1919	3	26	1465	0	0	0	0	0	0.7778
155.7	1	4	38	0	1	1	2.193	1823	3	30	1401	0	0	0	0	0	0.069
23.41	0	0	85	1073	0	0	0	1871	2	47	-1	0	0	0	0	1517	0.1042
100	1	0	46	0	1	1	1.762	1386	3	28	1449	0	0	0	0	0	0
164.6	0	0	14	0	2	1	89.25	1299	3	27	1408	0	0	0	0	0	0.9231
278.9	0	1	19	1095	2	1	49.6	1396	2	46	-1	1	0	0	45.64	1483	0.6667
123	0	2	61	1013	0	0	0	1962	2	45	-1	0	0	0	0	1491	0.4681
62.92	0	0	53	0	0	0	0	1385	2	46	1499	0	445.3	0	7.399	0	0.766
227	0	0	7	0	3	1	34.96	1454	3	26	1526	0	0	0	0	0	0.4643
0	0	4	55	0	0	0	0	1779	2	47	1484	0	6217	0	0	0	0.5957
41.8	0	0	87	1167	0	0	0	1341	3	27	-1	0	0	0	0	1508	0.0769
0	0	0	85	1000	0	0	0	1976	1	95	-1	0	0	0	0	1500	0.1368
65.72	0	1	72	0	0	0	0	2004	2	47	1486	0	0	0	0	0	0.3617
58.8	0	0	37	0	0	0	0	1375	3	27	1847	0	0	0	0	0	0.963
163.9	0	5	65	0	0	0	0	1830	3	27	1474	0	0	0	0	0	0.3333
0	0	0	69	0	0	0	0	1327	3	26	1455	0	0	0	0	0	0.44
132.3	1	1	28	0	1	1	4.688	1969	3	28	1375	0	1794	0	0	0	0.5714
259.6	1	9	14	0	2	1	52.77	1750	3	26	1430	1	5120	0	0	0	0.9231
300	1	0	23	1168	2	2	1.658	1412	2	46	-1	1	0	0	0	1502	0.2708
0	0	0	51	1387	0	0	0	1879	3	27	-1	0	0	0	0	1554	0.6538
79.64	0	0	63	0	0	0	0	1374	2	43	1488	0	0	0	0	0	0.3182
144.9	2	13	8	0	3	2	34.29	1766	3	31	1456	2	6153	0	36.63	0	0.9667
0	0	4	60	1000	0	0	0	1961	3	25	-1	0	0	0	37.42	1500	0.3846
0	0	5	60	0	0	0	0	1892	1	90	1500	0	0	0	0	0	0.4516
400	2	8	3	0	4	3	30.46	1389	3	23	1299	0	654.3	0	45.14	0	0.84
192	0	0	58	1165	0	0	0	2000	2	48	-1	0	0	0	0	1437	0.5833
49.58	0	0	69	0	0	0	0	1215	3	26	1434	0	0	0	0	0	0.3077
0	0	0	64	0	0	0	0	1322	1	88	1487	0	0	0	0	0	0.3111
0	0	0	41	0	0	0	0	1296	2	45	1521	0	0	0	0	0	0.8478
100	0	0	96	0	0	0	0	1748	3	26	1500	0	0	0	0	0	0
0	0	0	73	0	0	0	0	1334	3	27	1502	0	0	0	0	0	0.2963
100	0	0	69	0	0	0	0	1962	3	25	1470	1	0	0	0	0	0.32
21.64	0	0	64	1158	0	0	0	1835	1	94	-1	0	2812	0	0	1504	0.4362
0	0	4	42	0	0	0	0	1292	3	26	1509	1	0	0	0	0	0.84
39.83	0	1	30	0	1	1	17.71	1380	3	28	1424	0	0	0	0	0	0.3793
122.3	0	0	65	0	0	0	0	1348	2	46	1542	0	0	0	0	0	0.3878
132.9	0	0	24	1264	2	1	5.12	1886	3	28	-1	0	0	0	0	1445	0.0357
0	0	2	42	1337	0	0	0	1954	3	23	-1	0	2310	0	0	1696	0.88
24.51	0	0	89	1000	0	0	0	1987	3	27	-1	0	0	0	0	1500	0.0714
51.5	1	2	17	1141	1	1	45.79	1268	2	47	-1	0	0	0	31.8	1479	0.9167
0	0	0	58	0	0	0	0	1410	3	23	1508	1	0	0	0	0	0.25
259.7	0	2	56	1207	0	0	0	1268	3	25	-1	1	1979	0	0	1516	0.68
200	0	0	17	0	2	1	6.198	1305	3	27	1486	0	0	0	0	0	0.037
100	0	0	40	0	1	1	2.256	1901	2	39	1480	0	0	0	0	0	0.0476
100.6	1	1	11	0	2	1	168.4	1860	1	89	1523	0	1128	0	0	0	0.8444
28.38	0	0	59	0	0	0	0	1873	1	91	1470	0	0	0	0	0	0.4839
129.5	0	2	21	0	1	1	11.49	1839	2	46	1534	0	5361	0	0	0	0.9565
463.5	2	1	3	0	5	2	94.99	1730	2	43	1512	0	1914	0	0	0	0.6087
15.6	0	0	70	1366	0	0	0	1857	2	39	-1	0	0	0	0	1533	0.125
226.6	0	0	39	1169	1	1	1.963	1512	3	25	-1	0	0	0	0	1509	0.0769
40.64	0	0	63	0	0	0	0	1373	1	91	1502	0	0	0	18.92	0	0.4842
0	0	0	90	0	0	0	0	1879	3	30	1446	0	0	0	0	0	0.0333
0	0	8	46	0	0	0	0	1380	2	46	1496	0	1669	0	0	0	0.8043
38.95	0	0	59	0	0	0	0	1508	1	92	1509	0	0	0	0	0	0.4787
29.4	0	0	62	1129	0	0	0	1872	3	26	-1	0	0	0	0	1497	0.32
0	0	0	68	1000	0	0	0	1314	3	26	-1	0	0	0	0	1500	0.3462
0	0	0	54	0	0	0	0	1777	3	23	1500	0	102.7	0	0	0	0.4583
200	1	4	20	0	2	1	75.09	1347	3	27	1499	0	147.3	0	0	0	0.8077
476.5	0	1	8	0	4	2	37.33	1387	2	45	1512	0	265.9	0	0	0	0.6304
0	0	0	72	0	0	0	0	1460	1	91	1499	0	0	0	0	0	0.2717
100	0	0	35	0	1	1	3.404	1979	2	49	1517	0	0	0	0	0	0.0625
169.1	0	1	23	0	1	1	63.33	1461	1	89	1517	0	0	0	0	0	0.7582
0	0	0	96	0	0	0	0	1420	2	48	1500	0	0	0	0	0	0
50.66	0	8	41	1000	0	0	0	1764	2	43	-1	0	0	0	45.17	1500	0.7556
177.8	1	1	29	0	1	1	72.87	1800	1	97	1500	0	981.7	0	0	0	0.6495
95.88	0	0	71	0	0	0	0	1912	1	91	1470	0	0	0	0	0	0.2604
25.8	0	1	55	1213	0	0	0	1804	3	30	-1	0	4764	0	0	1454	0.6333
149.4	0	7	24	0	1	1	11.36	1910	3	25	1433	1	5883	0	0	0	1
4.326	0	3	43	1000	0	0	0	1391	3	27	-1	0	1795	0	2.339	1500	0.9615
105.9	0	5	28	0	1	1	6.533	1194	3	27	1506	1	885.2	0	0	0	0.6667
413.5	1	1	8	1850	4	3	15.35	1333	3	24	-1	0	0	0	0	1600	0.0769
447.3	1	0	3	0	4	2	13.15	1327	3	23	1502	0	0	0	0	0	1
100	0	4	28	0	1	1	3.646	1890	2	47	1620	0	2435	0	0	0	0.7708
1563	1	7	1	0	13	3	270.3	1852	3	27	1869	2	1963	0	0	0	0.9615
0	0	0	60	0	0	0	0	1317	3	28	1465	0	1463	0	0	0	0.6667
107.9	0	0	74	0	0	0	0	1347	1	95	1427	0	0	0	0	0	0.2708
263.8	1	2	28	1193	1	1	9.23	1317	3	28	-1	0	0	0	0	1475	0.7143
0	0	1	77	0	0	0	0	1437	2	47	1429	0	0	0	0	0	0.2041
0	0	0	62	0	0	0	0	1826	3	27	1508	0	0	0	48.03	0	0.5556
0	0	0	94	0	0	0	0	1797	2	45	1487	0	0	0	0	0	0
520.2	0	8	6	0	4	2	283	1834	3	29	1335	0	0	0	0	0	0.7143
0	0	0	54	0	0	0	0	1322	2	45	1500	0	0	0	5.358	0	0.5
100	1	0	38	0	1	1	57.45	1919	1	87	1514	0	0	0	0	0	0.3011
502.3	0	0	3	0	5	2	46.49	1355	2	45	1500	2	0	0	0	0	0.7333
0	0	0	68	0	0	0	0	1270	3	24	1497	0	0	0	0	0	0.25
30.6	0	0	79	0	0	0	0	1371	3	27	1475	0	0	0	11.51	0	0.2143
220.8	0	2	56	1185	0	0	0	1384	3	26	-1	0	0	0	0	1465	0.5385
364.1	1	1	18	0	2	1	344.4	1390	2	48	1500	1	561.2	0	0	0	0.8723
449.5	0	10	9	0	3	1	73.05	1862	2	48	1512	0	2906	0	0	0	0.9167
13.61	0	0	89	0	0	0	0	1896	2	45	1466	0	0	0	0	0	0.0425
100	0	1	32	0	1	1	4.18	1433	3	26	1579	1	0	0	0	0	0.2857
86	0	0	57	0	0	0	0	1358	1	91	1544	0	0	0	0	0	0.5165
0	0	0	90	0	0	0	0	1292	1	89	1496	0	0	0	0	0	0
196.3	1	0	19	1106	2	1	77.81	1366	3	25	-1	0	488.2	0	0	1526	0.625
0	0	0	65	0	0	0	0	1684	2	41	1439	0	0	0	0	0	0.2857
66.27	0	0	81	0	0	0	0	1398	3	25	1410	0	0	0	0	0	0.2308
100	0	4	27	0	1	1	3.816	1810	3	28	1494	0	3534	0	0	0	0.4815
0	0	2	73	0	0	0	0	1732	3	25	1480	0	0	0	0	0	0.2692
261	1	0	12	1029	3	1	286.7	1295	1	98	-1	0	0	0	0	1507	0.6939
0	0	0	94	0	0	0	0	1393	2	48	1500	0	0	0	0	0	0.0417
164.7	0	0	47	0	0	0	0	1279	3	27	1445	0	0	0	17.7	0	0.6667
21.15	0	0	75	0	0	0	0	1276	3	26	1459	0	0	0	0	0	0.1481
54.95	0	2	43	1018	0	0	0	1961	2	40	-1	0	1698	0	0	1495	0.814
40.64	0	4	54	0	0	0	0	1344	3	31	1500	0	1068	0	0	0	0.6452
0	0	0	93	1072	0	0	0	1323	3	29	-1	0	0	0	0	1497	0.0345
